,text_raw,text_clean,text_raw_len,vader,textblob,distilbert,multibert,roberta
405,"There was no time to lose, and in his helplessness he whispered through
the crack of the door, ""Miss Bürstner.""","there was no time to lose, and in his helplessness he whispered through the crack of the door, ""miss burstner.""",112,-0.8225,0.0,0.9951967597007751,1,-0.9957337379455566
406,"It sounded like he was pleading
with her, not calling to her.","it sounded like he was pleading with her, not calling to her.",62,0.3612,0.0,-0.9662686586380005,1,-0.9994864463806152
407,"""Is there someone there?""","""is there someone there?""",25,0.0,0.0,-0.9905166625976562,1,-0.9982327222824097
408,"asked Miss
Bürstner, looking round with her eyes wide open.","asked miss burstner, looking round with her eyes wide open.",60,-0.1531,-0.10000000000000002,0.999570369720459,1,0.9851459264755249
409,"""It's me,"" said K. and
came out.","""it is me,"" said k. and came out.",33,0.0,0.0,0.9994207620620728,1,0.9936106204986572
410,"""Oh, Mr.","oh, mr.",8,0.0,0.0,0.9956177473068237,1,-0.9921500086784363
411,"K.!""",k.!,4,0.0,0.0,0.9789741039276123,1,-0.9621954560279846
412,said Miss Bürstner with a smile.,said miss burstner with a smile.,32,0.2263,0.3,0.9997884631156921,1,0.9979901313781738
413,"""Good Evening,""
and offered him her hand.","""good evening,"" and offered him her hand.",42,0.7269,0.7,0.9998204112052917,5,0.998691737651825
414,"""I wanted to have a word with you, if you
would allow me?""","""i wanted to have a word with you, if you would allow me?""",59,0.2263,0.0,-0.8544996380805969,2,0.9928449988365173
415,"""Now?""","""now?""",6,0.0,0.0,0.9215894341468811,1,-0.986128568649292
416,"asked Miss Bürstner, ""does it have to be now?","asked miss burstner, ""does it have to be now?",45,-0.1531,0.0,-0.9885618090629578,1,-0.9979262948036194
417,"It
is a little odd, isn't it?""","it is a little odd, is not it?",31,-0.2516,-0.17708333333333331,-0.9978234767913818,3,0.9761254191398621
418,"""I've been waiting for you since nine
o'clock.""","""i have been waiting for you since nine of the clock.""",48,0.0,0.0,0.9965487122535706,5,-0.9990788698196411
419,"""Well, I was at the theatre, I didn't know anything about you
waiting for me.""","""well, i was at the theatre, i did not know anything about you waiting for me.""",79,0.2732,0.0,-0.9994181990623474,2,-0.9981993436813354
420,"""The reason I need to speak to you only came up
today.""","""the reason i need to speak to you only came up today.""",56,0.0,0.0,-0.9964244365692139,3,-0.981372058391571
421,"""I see, well I don't see why not, I suppose, apart from being
so tired I could drop.","i see, well i do not see why not, i suppose, apart from being so tired i could drop.",85,-0.5777,-0.4,-0.9992865324020386,2,-0.9968652725219727
422,Come into my room for a few minutes then.,come into my room for a few minutes then.,41,0.0,-0.2,-0.9705454111099243,5,-0.9751922488212585
423,"We
certainly can't talk out here, we'd wake everyone up and I think that
would be more unpleasant for us than for them.","we certainly cannot talk out here, we would wake everyone up and i think that would be more unpleasant for us than for them.",121,-0.2484,0.021428571428571463,-0.9777084589004517,2,-0.9994984269142151
424,"Wait here till I've put
the light on in my room, and then turn the light down out here.""","wait here till i have put the light on in my room, and then turn the light down out here.",89,0.0,0.21481481481481482,-0.9982576966285706,1,-0.9986112713813782
425,"K. did
as he was told, and then even waited until Miss Bürstner came out of her
room and quietly invited him, once more, to come in.","k. did as he was told, and then even waited until miss burstner came out of her room and quietly invited him, once more, to come in.",134,-0.1531,0.25,0.9970753788948059,5,0.9942470192909241
426,"""Sit down,"" she
said, indicating the ottoman, while she herself remained standing by
the bedpost despite the tiredness she had spoken of; she did not even
take off her hat, which was small but decorated with an abundance of
flowers.","""sit down,"" she said, indicating the ottoman, while she herself remained standing by the bedpost despite the tiredness she had spoken of; she did not even take off her hat, which was small but decorated with an abundance of flowers.",236,0.0,-0.20277777777777778,0.7067329287528992,2,-0.9985368251800537
427,"""What is it you wanted, then?","what is it you wanted, then?",29,0.0,0.0,-0.9829463362693787,5,-0.9926955103874207
428,"I'm really quite curious.""",i am really quite curious.,26,0.4351,0.05,0.9991648197174072,3,0.9976766705513
429,"She
gently crossed her legs.",she gently crossed her legs.,29,0.4588,0.2,0.9666697382926941,2,0.9959495663642883
430,"""I expect you'll say,"" K. began, ""that the
matter really isn't all that urgent and we don't need to talk about it
right now, but...."" ""I never listen to introductions,"" said Miss
Bürstner.","""i expect you will say,"" k. began, ""that the matter really is not all that urgent and we do not need to talk about it right now, but...."" ""i never listen to introductions,"" said miss burstner.",191,-0.2837,0.09285714285714285,0.9940958619117737,2,-0.9993069767951965
431,"""That makes my job so much easier,"" said K. ""This morning, to
some extent through my fault, your room was made a little untidy, this
happened because of people I did not know and against my will but, as I
said, because of my fault; I wanted to apologise for it.""","""that makes my job so much easier,"" said k. ""this morning, to some extent through my fault, your room was made a little untidy, this happened because of people i did not know and against my will but, as i said, because of my fault; i wanted to apologise for it.""",265,0.0101,0.0062500000000000056,-0.9987149238586426,3,0.9979673027992249
432,"""My room?""","""my room?""",10,0.0,0.0,0.6131384968757629,1,-0.9859585165977478
433,"asked Miss Bürstner, and instead of looking round the room scrutinised
K. ""It is true,"" said K., and now, for the first time, they looked each
other in the eyes, ""there's no point in saying exactly how this came
about.""","asked miss burstner, and instead of looking round the room scrutinised k. ""it is true,"" said k., and now, for the first time, they looked each other in the eyes, ""there is no point in saying exactly how this came about.""",222,0.0,0.10499999999999998,-0.9650088548660278,1,0.988610029220581
434,"""But that's the interesting thing about it,"" said Miss Bürstner.","""but that is the interesting thing about it,"" said miss burstner.",64,0.3919,0.5,0.9993403553962708,3,-0.9922311305999756
435,"""No,"" said K. ""Well then,"" said Miss Bürstner, ""I don't want to force my
way into any secrets, if you insist that it's of no interest I won't
insist.","no,"" said k. ""well then,"" said miss burstner, ""i do not want to force my way into any secrets, if you insist that it is of no interest i will not insist.",151,-0.2964,0.0,-0.9987735152244568,1,-0.9986599683761597
436,"I'm quite happy to forgive you for it, as you ask, especially as
I can't see anything at all that's been left untidy.""","i am quite happy to forgive you for it, as you ask, especially as i cannot see anything at all that is been left untidy.",119,0.7474,0.26666666666666666,0.9978721737861633,5,0.9975622296333313
437,"With her hand laid
flat on her lower hip, she made a tour around the room.","with her hand laid flat on her lower hip, she made a tour around the room.",75,0.25,-0.025,0.9965633153915405,4,-0.6183644533157349
438,"At the mat where
the photographs were she stopped.",at the mat where the photographs were she stopped.,51,-0.2263,0.0,-0.9989300966262817,1,-0.995229959487915
439,"""Look at this!""","""look at this!""",15,0.0,0.0,0.9996886849403381,5,0.9955686330795288
440,she cried.,she cried.,10,-0.3818,0.0,-0.9886425733566284,1,-0.9921332597732544
441,"""My
photographs really have been put in the wrong places.",my photographs really have been put in the wrong places.,58,-0.4767,-0.15,-0.9996165037155151,1,-0.9994986653327942
442,"Oh, that's
horrible.","oh, that is horrible.",21,-0.5423,-1.0,-0.9997012615203857,1,-0.999484121799469
443,"Someone really has been in my room without permission.""",someone really has been in my room without permission.,55,0.0,0.2,-0.999051570892334,1,-0.9994775056838989
444,"K.
nodded, and quietly cursed Kaminer who worked at his bank and who was
always active doing things that had neither use nor purpose.","k. nodded, and quietly cursed kaminer who worked at his bank and who was always active doing things that had neither use nor purpose.",135,0.4019,-0.06666666666666667,-0.9964492917060852,1,-0.9994006752967834
445,"""It is
odd,"" said Miss Bürstner, ""that I'm forced to forbid you to do something
that you ought to have forbidden yourself to do, namely to come into my
room when I'm not here.""","""it is odd,"" said miss burstner, ""that i am forced to forbid you to do something that you ought to have forbidden yourself to do, namely to come into my room when i am not here.""",179,-0.875,-0.23333333333333334,-0.9965102076530457,3,-0.9994314312934875
446,"""But I did explain to you,"" said K., and went
over to join her by the photographs, ""that it wasn't me who interfered
with your photographs; but as you don't believe me I'll have to admit
that the investigating committee brought along three bank employees with
them, one of them must have touched your photographs and as soon as I
get the chance I'll ask to have him dismissed from the bank.","but i did explain to you,"" said k., and went over to join her by the photographs, ""that it was not me who interfered with your photographs; but as you do not believe me i will have to admit that the investigating committee brought along three bank employees with them, one of them must have touched your photographs and as soon as i get the chance i will ask to have him dismissed from the bank.",395,0.7579,0.0,-0.9654260277748108,2,-0.9980201721191406
447,"Yes, there
was an investigating committee here,"" added K., as the young lady was
looking at him enquiringly.","yes, there was an investigating committee here,"" added k., as the young lady was looking at him enquiringly.",110,0.4019,0.1,0.9716119766235352,3,-0.9753554463386536
448,"""Because of you?""","""because of you?""",17,0.0,0.0,0.965388834476471,1,-0.9982001781463623
449,she asked.,she asked.,10,0.0,0.0,0.8982753753662109,2,0.741012692451477
450,"""Yes,"" answered
K.","""yes,"" answered k.",19,0.4019,0.0,0.9993794560432434,1,0.9981272220611572
451,"""No!""","""no!""",5,0.0,0.0,-0.9926355481147766,1,-0.9984759092330933
452,the lady cried with a laugh.,the lady cried with a laugh.,28,0.25,0.3,0.999747097492218,1,0.9951571822166443
453,"""Yes, they were,"" said K., ""you
believe that I'm innocent then, do you?""","""yes, they were,"" said k., ""you believe that i am innocent then, do you?""",73,0.6249,0.5,-0.6186001300811768,1,0.9285920858383179
454,"""Well now, innocent ..."" said
the lady, ""I don't want to start making any pronouncements that might
have serious consequences, I don't really know you after all, it means
they're dealing with a serious criminal if they send an investigating
committee straight out to get him.","well now, innocent ..."" said the lady, ""i do not want to start making any pronouncements that might have serious consequences, i do not really know you after all, it means they are dealing with a serious criminal if they send an investigating committee straight out to get him.",279,0.0459,-0.07777777777777777,-0.6980382800102234,1,-0.9966167211532593
455,"But you're not in custody now--at
least I take it you've not escaped from prison considering that you seem
quite calm--so you can't have committed any crime of that sort.""",but you are not in custody now--at least i take it you have not escaped from prison considering that you seem quite calm--so you cannot have committed any crime of that sort.,173,-0.5296,-0.3,-0.9841586947441101,3,0.912380576133728
456,"""Yes,""
said K., ""but it might be that the investigating committee could see
that I'm innocent, or not so guilty as had been supposed.""","""yes,"" said k., ""but it might be that the investigating committee could see that i am innocent, or not so guilty as had been supposed.""",136,0.834,0.0,-0.9687644839286804,3,-0.9461073875427246
457,"""Yes, that's
certainly a possibility,"" said Miss Bürstner, who seemed very
interested.","""yes, that is certainly a possibility,"" said miss burstner, who seemed very interested.",88,0.7574,0.26964285714285713,0.9995726346969604,3,0.9931207299232483
458,"""Listen,"" said K., ""you don't have much experience in legal
matters.""","""listen,"" said k., ""you do not have much experience in legal matters.""",70,0.1531,0.2,-0.9995958805084229,1,-0.9993839263916016
459,"""No, that's true, I don't,"" said Miss Bürstner, ""and I've
often regretted it, as I'd like to know everything and I'm very
interested in legal matters.","no, that is true, i do not,"" said miss burstner, ""and i have often regretted it, as i would like to know everything and i am very interested in legal matters.",152,0.7906,0.2916666666666667,0.761850118637085,1,-0.9977945685386658
460,"There's something peculiarly attractive
about the law, isn't there.","there is something peculiarly attractive about the law, is not there.",68,0.3612,0.8,-0.989673376083374,2,-0.9892669320106506
461,"But I'll certainly be perfecting my
knowledge in this area, as next month I start work in a legal office.""","but i will certainly be perfecting my knowledge in this area, as next month i start work in a legal office.",107,0.8519,0.13809523809523808,0.9978840947151184,4,0.9976567625999451
462,"""That's very good,"" said K., ""that means you'll be able to give me some
help with my trial.""","""that is very good,"" said k., ""that means you will be able to give me some help with my trial.""",93,0.7089,0.705,0.9998447299003601,4,0.9981928467750549
463,"""That could well be,"" said Miss Bürstner, ""why not?","that could well be,"" said miss burstner, ""why not?",51,0.128,0.0,-0.9961145520210266,2,0.9953131675720215
464,"I like to make use of what I know.""",i like to make use of what i know.,35,0.3612,0.0,0.9986474514007568,4,0.9988521337509155
465,"""I mean it quite seriously,"" said
K., ""or at least, half seriously, as you do.","i mean it quite seriously,"" said k., ""or at least, half seriously, as you do.",79,-0.4005,-0.2891666666666667,0.959501326084137,2,0.9874125123023987
466,"This affair is too petty to
call in a lawyer, but I could make good use of someone who could give me
advice.""","this affair is too petty to call in a lawyer, but i could make good use of someone who could give me advice.",111,0.5346,0.7,-0.9990801215171814,2,-0.9994537830352783
467,"""Yes, but if I'm to give you advice I'll have to know what it's
all about,"" said Miss Bürstner.","""yes, but if i am to give you advice i will have to know what it is all about,"" said miss burstner.",96,-0.0129,0.0,-0.9657530188560486,3,-0.9981983304023743
468,"""That's exactly the problem,"" said K.,
""I don't know that myself.""","""that is exactly the problem,"" said k., ""i do not know that myself.""",67,-0.4019,0.25,-0.9994704127311707,1,-0.999023973941803
469,"""So you have been making fun of me, then,""
said Miss Bürstner exceedingly disappointed, ""you really ought not to
try something like that on at this time of night.""","""so you have been making fun of me, then,"" said miss burstner exceedingly disappointed, ""you really ought not to try something like that on at this time of night.""",165,0.2732,-0.08333333333333333,-0.9978291988372803,2,-0.9993672966957092
470,"And she stepped away
from the photographs where they had stood so long together.",and she stepped away from the photographs where they had stood so long together.,81,0.0,-0.05,-0.6295192241668701,1,-0.9985271096229553
471,"""Miss
Bürstner, no,"" said K., ""I'm not making fun of you.","miss burstner, no,"" said k., ""i am not making fun of you.",58,-0.5109,0.3,-0.9958760142326355,1,0.971222460269928
472,Please believe me!,please believe me!,18,0.3802,0.0,0.9994719624519348,1,0.9984071254730225
473,I've already told you everything I know.,i have already told you everything i know.,40,0.0,0.0,-0.5681926012039185,5,-0.9979445338249207
474,"More than I know, in fact, as
it actually wasn't even an investigating committee, that's just what I
called them because I don't know what else to call them.","more than i know, in fact, as it actually was not even an investigating committee, that is just what i called them because i do not know what else to call them.",159,0.0,0.25,-0.9977496862411499,5,-0.997245728969574
475,"There was no
cross questioning at all, I was merely arrested, but by a committee.""","there was no cross questioning at all, i was merely arrested, but by a committee.",83,-0.3616,-0.25,-0.9841226935386658,1,-0.9994833469390869
476,Miss Bürstner sat on the ottoman and laughed again.,miss burstner sat on the ottoman and laughed again.,51,0.34,0.7,0.9991944432258606,1,0.998759388923645
477,"""What was it like
then?""","""what was it like then?""",25,0.3612,0.0,-0.8950498104095459,3,0.9747688174247742
478,she asked.,she asked.,10,0.0,0.0,0.8982753753662109,2,0.741012692451477
479,"""It was terrible,"" said K., although his mind was no
longer on the subject, he had become totally absorbed by Miss Bürstner's
gaze who was supporting her chin on one hand--the elbow rested on the
cushion of the ottoman--and slowly stroking her hip with the other.","""it was terrible,"" said k., although his mind was no longer on the subject, he had become totally absorbed by miss burstner's gaze who was supporting her chin on one hand--the elbow rested on the cushion of the ottoman--and slowly stroking her hip with the other.",266,-0.5046,-0.17361111111111113,0.9792884588241577,1,-0.9992781281471252
480,"""That's too vague,"" said Miss Bürstner.","""that is too vague,"" said miss burstner.",39,-0.25,-0.5,-0.9994300603866577,2,-0.9991452693939209
481,"""What's too vague?""","""what is too vague?""",19,-0.1027,-0.5,-0.9995834827423096,2,-0.9976555705070496
482,"asked K.
Then he remembered himself and asked, ""Would you like me to show you
what it was like?""","asked k. then he remembered himself and asked, ""would you like me to show you what it was like?""",98,0.6124,0.0,0.993053674697876,2,0.9833518862724304
483,"He wanted to move in some way but did not want to
leave.",he wanted to move in some way but did not want to leave.,57,-0.0286,0.0,0.9832881689071655,3,0.9923833608627319
484,"""I'm already tired,"" said Miss Bürstner.","""i am already tired,"" said miss burstner.",40,-0.5423,-0.4,-0.9995779395103455,1,-0.9989116191864014
485,"""You arrived back so
late,"" said K. ""Now you've started telling me off.","you arrived back so late,"" said k. ""now you have started telling me off.",72,0.0,-0.15,-0.987943708896637,1,-0.9994865655899048
486,"Well I suppose I
deserve it as I shouldn't have let you in here in the first place, and
it turns out there wasn't even any point.""","well i suppose i deserve it as i should not have let you in here in the first place, and it turns out there was not even any point.",132,0.2732,0.25,-0.9996184706687927,4,-0.9994919300079346
487,"""Oh, there was a point,
you'll see now how important a point it was,"" said K. ""May I move this
table away from your bedside and put it here?""","""oh, there was a point, you will see now how important a point it was,"" said k. ""may i move this table away from your bedside and put it here?""",143,0.2023,0.4,-0.8129172325134277,1,-0.9872499108314514
488,"""What do you think you're
doing?""","""what do you think you are doing?""",34,0.0,0.0,0.5139533877372742,1,-0.9994443655014038
489,said Miss Bürstner.,said miss burstner.,19,-0.1531,0.0,0.9921396374702454,1,-0.9973801374435425
490,"""Of course you can't!""","""of course you cannot!""",22,0.0,0.0,-0.9813723564147949,1,-0.9982370734214783
491,"""In that case I
can't show you,"" said K., quite upset, as if Miss Bürstner had committed
some incomprehensible offence against him.","""in that case i cannot show you,"" said k., quite upset, as if miss burstner had committed some incomprehensible offence against him.",133,-0.5563,0.0,-0.9982643723487854,2,-0.999076247215271
492,"""Alright then, if you need it
to show what you mean, just take the bedside table then,"" said Miss
Bürstner, and after a short pause added in a weak voice, ""I'm so tired
I'm allowing more than I ought to.""","""alright then, if you need it to show what you mean, just take the bedside table then,"" said miss burstner, and after a short pause added in a weak voice, ""i am so tired i am allowing more than i ought to.""",207,-0.7384,-0.11749999999999998,-0.9995191097259521,2,-0.995435357093811
493,"K. put the little table in the
middle of the room and sat down behind it.",k. put the little table in the middle of the room and sat down behind it.,74,0.0,-0.1857638888888889,0.6028468608856201,4,0.9969616532325745
494,"""You have to get a proper
idea of where the people were situated, it is very interesting.","you have to get a proper idea of where the people were situated, it is very interesting.",90,0.4576,0.325,0.9992353320121765,4,0.9986398220062256
495,"I'm the
supervisor, sitting over there on the chest are two policemen, standing
next to the photographs there are three young people.","i am the supervisor, sitting over there on the chest are two policemen, standing next to the photographs there are three young people.",135,0.0,0.05,-0.8622768521308899,3,0.9889266490936279
496,"Hanging on the
handle of the window is a white blouse--I just mention that by the way.",hanging on the handle of the window is a white blouse--i just mention that by the way.,87,0.0,0.0,-0.9762375354766846,3,-0.99416583776474
497,And now it begins.,and now it begins.,18,0.0,0.0,0.9982922673225403,5,0.9978289604187012
498,"Ah yes, I'm forgetting myself, the most important
person of all, so I'm standing here in front of the table.","ah yes, i am forgetting myself, the most important person of all, so i am standing here in front of the table.",109,0.5849,0.45,0.8420040011405945,5,-0.9928326606750488
499,"The
supervisor is sitting extremely comfortably with his legs crossed and
his arm hanging over the backrest here like some layabout.",the supervisor is sitting extremely comfortably with his legs crossed and his arm hanging over the backrest here like some layabout.,134,0.6801,0.4,-0.9734140634536743,5,0.9985271096229553
500,"And now it
really does begin.",and now it really does begin.,30,0.0,0.2,0.9996913075447083,5,0.9981735944747925
501,"The supervisor calls out as if he had to wake me up,
in fact he shouts at me, I'm afraid, if I'm to make it clear to you,
I'll have to shout as well, and it's nothing more than my name that he
shouts out.""","the supervisor calls out as if he had to wake me up, in fact he shouts at me, i am afraid, if i am to make it clear to you, i will have to shout as well, and it is nothing more than my name that he shouts out.",208,0.5719,1.850371707708594e-17,-0.9983412623405457,1,-0.9994952082633972
502,"Miss Bürstner, laughing as she listened to him, laid her
forefinger on her mouth so that K. would not shout, but it was too late.","miss burstner, laughing as she listened to him, laid her forefinger on her mouth so that k. would not shout, but it was too late.",130,0.2023,-0.3,-0.9949859380722046,2,-0.99814772605896
503,"K. was too engrossed in his role and slowly called out, ""Josef K.!""","k. was too engrossed in his role and slowly called out, ""josef k.!""",67,0.2244,-0.37500000000000006,-0.9937765002250671,2,-0.978477954864502
504,"It
was not as loud as he had threatened, but nonetheless, once he had
suddenly called it out, the cry seemed gradually to spread itself all
round the room.","it was not as loud as he had threatened, but nonetheless, once he had suddenly called it out, the cry seemed gradually to spread itself all round the room.",158,-0.7311,-0.03333333333333333,0.7029512524604797,3,0.994727611541748
505,"There was a series of loud, curt and regular knocks at the door of the
adjoining room.","there was a series of loud, curt and regular knocks at the door of the adjoining room.",87,0.0,0.05,-0.9952760934829712,2,-0.9964305758476257
506,Miss Bürstner went pale and laid her hand on her heart.,miss burstner went pale and laid her hand on her heart.,55,0.7783,-0.21,0.9984499216079712,1,-0.9938021898269653
507,"K. was especially startled, as for a moment he had been quite unable to
think of anything other than the events of that morning and the girl for
whom he was performing them.","k. was especially startled, as for a moment he had been quite unable to think of anything other than the events of that morning and the girl for whom he was performing them.",175,-0.2484,-0.20833333333333334,-0.9320904016494751,3,-0.9951203465461731
508,"He had hardly pulled himself together when
he jumped over to Miss Bürstner and took her hand.",he had hardly pulled himself together when he jumped over to miss burstner and took her hand.,94,0.3818,-0.2916666666666667,0.9928638935089111,2,0.9964619278907776
509,"""Don't be afraid,"" he
whispered, ""I'll put everything right.","do not be afraid,"" he whispered, ""i will put everything right.",61,0.0,-0.15714285714285714,0.9994986057281494,5,0.9940401911735535
510,But who can it be?,but who can it be?,18,0.0,0.0,-0.9966355562210083,3,0.9950411319732666
511,"It's only the
living room next door, nobody sleeps in there.""","it is only the living room next door, nobody sleeps in there.",62,0.0,0.0,-0.99537593126297,2,-0.9993378520011902
512,"""Yes they do,"" whispered
Miss Bürstner into K.'s ear, ""a nephew of Mrs. Grubach's, a captain in
the army, has been sleeping there since yesterday.","yes they do,"" whispered miss burstner into k.'s ear, ""a nephew of mrs. grubach's, a captain in the army, has been sleeping there since yesterday.",148,0.2732,0.0,0.9988064169883728,5,0.9924768805503845
513,"There's no other room
free.",there is no other room free.,28,0.2732,0.23125,-0.961589515209198,2,-0.9946459531784058
514,I'd forgotten about it too.,i would forgotten about it too.,27,-0.2263,0.0,-0.9991045594215393,2,-0.9984570145606995
515,Why did you have to shout like that?,why did you have to shout like that?,36,0.3612,0.0,-0.9357997179031372,1,-0.9994781613349915
516,"You've made me quite upset.""",you have made me quite upset.,28,-0.4391,0.0,-0.9841527342796326,2,-0.9994282722473145
517,"""There is no reason for it,"" said K., and,
now as she sank back onto the cushion, kissed her forehead.","""there is no reason for it,"" said k., and, now as she sank back onto the cushion, kissed her forehead.",103,0.1027,0.0,-0.9861406087875366,1,0.9937021136283875
518,"""Go away, go
away,"" she said, hurriedly sitting back up, ""get out of here, go, what
is it you want, he's listening at the door, he can hear everything.","go away, go away,"" she said, hurriedly sitting back up, ""get out of here, go, what is it you want, he is listening at the door, he can hear everything.",153,0.0772,0.0,0.5226967930793762,5,-0.9988915324211121
519,"You're causing me so much trouble!""",you are causing me so much trouble!,35,-0.5057,-0.25,-0.9921682476997375,1,-0.999471127986908
520,"""I won't go,"" said K., ""until you've
calmed down a bit.","i will not go,"" said k., ""until you have calmed down a bit.",56,0.3818,-0.15555555555555559,-0.9927626848220825,2,-0.998843252658844
521,"Come over into the other corner of the room, he
won't be able to hear us there.""","come over into the other corner of the room, he will not be able to hear us there.",81,0.0,0.1875,-0.9993942379951477,1,-0.9994484186172485
522,She let him lead her there.,she let him lead her there.,27,0.0,0.0,0.9983958005905151,3,0.9899948835372925
523,"""Don't
forget,"" he said, ""although this might be unpleasant for you you're not
in any real danger.","do not forget,"" he said, ""although this might be unpleasant for you you are not in any real danger.",100,-0.7035,-0.22499999999999995,0.7315666675567627,1,0.9945085644721985
524,"You know how much esteem Mrs. Grubach has for me,
she's the one who will make all the decisions in this, especially as the
captain is her nephew, but she believes everything I say without
question.","you know how much esteem mrs. grubach has for me, she is the one who will make all the decisions in this, especially as the captain is her nephew, but she believes everything i say without question.",200,0.0,0.1,0.9995676875114441,5,0.9986288547515869
525,"What's more, she has borrowed a large sum of money from me and
that makes her dependent on me.","what is more, she has borrowed a large sum of money from me and that makes her dependent on me.",95,0.0,0.35714285714285715,-0.9922943115234375,2,-0.9959923028945923
526,"I will confirm whatever you say to
explain our being here together, however inappropriate it might be, and
I guarantee to make sure that Mrs. Grubach will not only say she
believes the explanation in public but will believe it truly and
sincerely.","i will confirm whatever you say to explain our being here together, however inappropriate it might be, and i guarantee to make sure that mrs. grubach will not only say she believes the explanation in public but will believe it truly and sincerely.",251,0.8793,0.25,0.9995856285095215,4,0.9984816312789917
527,You will have no need to consider me in any way.,you will have no need to consider me in any way.,48,-0.296,0.0,0.9900403618812561,5,-0.9974942207336426
528,"If you wish
to let it be known that I have attacked you then Mrs. Grubach will be
informed of such and she will believe it without even losing her trust
in me, that's how much respect she has for me.""","if you wish to let it be known that i have attacked you then mrs. grubach will be informed of such and she will believe it without even losing her trust in me, that is how much respect she has for me.",203,0.8065,0.1,0.9993072748184204,5,0.9864225387573242
529,"Miss Bürstner looked at
the floor in front of her, quiet and a little sunk in on herself.","miss burstner looked at the floor in front of her, quiet and a little sunk in on herself.",90,-0.1531,-0.09375,-0.6967640519142151,3,-0.995978832244873
530,"""Why
would Mrs. Grubach not believe that I've attacked you?""","""why would mrs. grubach not believe that i have attacked you?""",61,-0.4588,0.0,-0.993563175201416,1,-0.9992048144340515
531,"added K. He
looked at her hair in front of him, parted, bunched down, reddish and
firmly held in place.","added k. he looked at her hair in front of him, parted, bunched down, reddish and firmly held in place.",105,0.0,-0.1777777777777778,0.9991544485092163,5,0.9978969097137451
532,"He thought she would look up at him, but without
changing her manner she said, ""Forgive me, but it was the suddenness of
the knocking that startled me so much, not so much what the consequences
of the captain being here might be.","he thought she would look up at him, but without changing her manner she said, ""forgive me, but it was the suddenness of the knocking that startled me so much, not so much what the consequences of the captain being here might be.",232,0.1531,0.2,-0.8870389461517334,2,0.9947434663772583
533,"It was all so quiet after you'd
shouted, and then there was the knocking, that's what made me so
shocked, and I was sitting right by the door, the knocking was right
next to me.","it was all so quiet after you would shouted, and then there was the knocking, that is what made me so shocked, and i was sitting right by the door, the knocking was right next to me.",180,-0.4572,-0.02571428571428571,-0.8792997598648071,2,-0.9967061281204224
534,"Thank you for your suggestions, but I won't accept them.","thank you for your suggestions, but i will not accept them.",56,-0.2561,0.0,-0.9986665844917297,1,-0.9994454979896545
535,"I
can bear the responsibility for anything that happens in my room myself,
and I can do so with anyone.","i can bear the responsibility for anything that happens in my room myself, and i can do so with anyone.",105,0.0,0.0,0.9958155751228333,5,0.9944376349449158
536,"I'm surprised you don't realise just how
insulting your suggestions are and what they imply about me, although I
certainly acknowledge your good intentions.","i am surprised you do not realise just how insulting your suggestions are and what they imply about me, although i certainly acknowledge your good intentions.",158,0.4588,0.0035714285714285587,-0.9867135286331177,3,-0.9995055198669434
537,"But now, please go, leave me
alone, I need you to go now even more than I did earlier.","but now, please go, leave me alone, i need you to go now even more than i did earlier.",87,0.0387,0.25,0.9957481622695923,3,-0.9775380492210388
538,"The couple of
minutes you asked for have grown into half an hour, more than half an
hour now.""","the couple of minutes you asked for have grown into half an hour, more than half an hour now.",96,0.0,0.05555555555555557,-0.9981509447097778,1,-0.9995068907737732
539,"K. took hold of her hand, and then of her wrist, ""You're not
cross with me, though?""","k. took hold of her hand, and then of her wrist, ""you are not cross with me, though?""",85,0.4939,0.0,-0.9610595107078552,1,-0.9985811710357666
540,he said.,he said.,8,0.0,0.0,0.9943060874938965,1,0.978854775428772
541,"She pulled her hand away and answered,
""No, no, I'm never cross with anyone.""","she pulled her hand away and answered, ""no, no, i am never cross with anyone.""",78,0.4939,0.0,0.5829320549964905,1,0.9936680197715759
542,"He grasped her wrist once more,
she tolerated it now and, in that way, led him to the door.","he grasped her wrist once more, she tolerated it now and, in that way, led him to the door.",92,0.0,0.5,0.9929284453392029,2,-0.9900081753730774
543,"He had
fully intended to leave.",he had fully intended to leave.,32,-0.1189,0.0,-0.99520343542099,1,-0.9667099118232727
544,"But when he reached the door he came to a halt
as if he hadn't expected to find a door there, Miss Bürstner made use of
that moment to get herself free, open the door, slip out into the
hallway and gently say to K. from there, ""Now, come along, please.","but when he reached the door he came to a halt as if he had not expected to find a door there, miss burstner made use of that moment to get herself free, open the door, slip out into the hallway and gently say to k. from there, ""now, come along, please.",255,0.9022,0.1625,-0.9468913674354553,2,0.9928498864173889
545,"Look,"" she pointed to the captain's door, from under which there was a
light shining, ""he's put a light on and he's laughing at us.""","look,"" she pointed to the captain's door, from under which there was a light shining, ""he is put a light on and he is laughing at us.",133,0.4939,0.4,0.9756154417991638,1,-0.9993056058883667
546,"""Alright,
I'm coming,"" said K., moved forward, took hold of her, kissed her on
the mouth and then over her whole face like a thirsty animal lapping
with its tongue when it eventually finds water.","""alright, i am coming,"" said k., moved forward, took hold of her, kissed her on the mouth and then over her whole face like a thirsty animal lapping with its tongue when it eventually finds water.",198,0.7269,0.2,0.9921535849571228,1,0.9976682066917419
